popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,rating
66,0.9540000000000001,0.522,8,-7.032,1,0.366,0.0706,0.0,0.11199999999999999,0.439,105.044,224413,4,Basic
70,0.6659999999999999,0.7020000000000001,5,-1.716,1,0.11,0.146,0.0,0.127,0.41700000000000004,160.05,206817,4,Basic
0,0.48,0.929,11,-3.931,1,0.0826,0.0016300000000000002,0.0,0.341,0.624,98.045,216700,4,Basic
0,0.45899999999999996,0.8909999999999999,10,-5.0569999999999995,0,0.0623,0.00511,0.0,0.106,0.588,154.83700000000002,203507,4,Basic
68,0.503,0.568,4,-7.182,0,0.0341,0.00131,0.00144,0.0856,0.0705,126.935,206147,4,Basic
74,0.337,0.331,5,-10.16,1,0.0385,0.657,0.0,0.085,0.35,103.20299999999999,182613,5,Basic
70,0.433,0.905,11,-2.171,1,0.10099999999999999,0.008029999999999999,0.0,0.337,0.375,148.149,237203,4,Basic
67,0.5489999999999999,0.653,0,-7.47,1,0.0503,0.457,0.0,0.0969,0.287,121.348,187173,4,Basic
71,0.614,0.7929999999999999,3,-3.7880000000000003,1,0.0721,0.43200000000000005,0.0,0.377,0.748,105.228,167288,4,Basic
66,0.8059999999999999,0.825,10,-4.401,0,0.262,0.0198,0.0,0.102,0.613,145.89,142982,4,Basic
70,0.33,0.61,10,-9.571,1,0.0493,0.0021899999999999997,0.769,0.107,0.24,172.67700000000002,817832,1,Basic
68,0.7340000000000001,0.415,1,-8.593,0,0.0305,0.5589999999999999,0.0,0.0918,0.364,97.954,137195,4,Basic
70,0.281,0.0197,1,-21.443,1,0.0353,0.951,0.889,0.10800000000000001,0.039,135.488,216609,4,Basic
70,0.6920000000000001,0.552,0,-9.543,0,0.0497,0.0503,0.165,0.136,0.15,98.02799999999999,229400,4,Basic
58,0.4,0.835,7,-7.728,1,0.0549,0.000117,0.846,0.373,0.16699999999999998,172.007,340280,4,Basic
68,0.7040000000000001,0.5720000000000001,3,-7.107,0,0.038,0.185,0.0,0.124,0.17,90.01299999999999,118667,4,Basic
67,0.8340000000000001,0.81,8,-4.128,0,0.192,0.121,0.0,0.34299999999999997,0.73,75.033,156027,4,Basic
66,0.915,0.5379999999999999,2,-7.468,1,0.444,0.11900000000000001,0.0,0.198,0.21899999999999997,130.126,197356,4,Basic
65,0.7170000000000001,0.7490000000000001,9,-5.207000000000001,1,0.149,0.12,0.0,0.22,0.574,147.922,158374,4,Basic
68,0.5920000000000001,0.584,8,-6.232,0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893,4,Basic
69,0.149,0.452,1,-19.232,1,0.0649,0.00023999999999999998,0.895,0.239,0.0389,105.029,227750,4,Basic
68,0.68,0.542,9,-8.847999999999999,0,0.0974,0.26,0.0,0.11199999999999999,0.27399999999999997,148.942,219867,4,Basic
65,0.779,0.767,3,-5.837000000000001,1,0.1,0.191,2.62e-06,0.301,0.8420000000000001,142.935,161184,4,Basic
75,0.43799999999999994,0.489,0,-11.568,1,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,125480,3,Basic
72,0.8340000000000001,0.5329999999999999,2,-3.113,1,0.163,0.5670000000000001,0.0,0.124,0.772,120.962,137324,3,Basic
69,0.8640000000000001,0.7290000000000001,2,-4.621,1,0.275,0.00908,0.0,0.105,0.285,101.991,124033,4,Basic
68,0.7090000000000001,0.49,4,-7.457000000000001,0,0.0757,0.11,0.00345,0.12,0.0397,155.069,211610,4,Basic
80,0.7,0.904,2,-2.826,0,0.0568,0.2,0.000471,0.182,0.8170000000000001,173.975,189296,4,Basic
71,0.6970000000000001,0.551,11,-8.833,1,0.0815,0.258,0.00551,0.124,0.21899999999999997,89.0,165840,4,Basic
67,0.9109999999999999,0.636,1,-6.202000000000001,1,0.198,0.00856,0.0,0.0959,0.431,88.956,171236,4,Basic
67,0.489,0.9570000000000001,7,-2.812,1,0.055999999999999994,0.0115,0.000405,0.17300000000000001,0.53,124.02600000000001,174568,4,Basic
0,0.835,0.687,5,-3.18,1,0.184,0.10099999999999999,0.0,0.132,0.828,94.059,272533,4,Basic
0,0.6890000000000001,0.929,5,-2.76,0,0.0608,0.00933,0.0,0.5479999999999999,0.609,130.899,239773,4,Basic
67,0.84,0.583,10,-6.529,0,0.157,0.305,0.0,0.125,0.768,126.02,121907,4,Basic
68,0.607,0.941,11,-3.807,0,0.48100000000000004,0.037000000000000005,0.0137,0.321,0.521,75.40100000000001,198400,4,Basic
0,0.6940000000000001,0.7440000000000001,0,-5.334,0,0.297,0.14400000000000002,0.0,0.0905,0.425,99.941,233546,4,Basic
70,0.5379999999999999,0.52,7,-10.142999999999999,1,0.08,0.588,0.00912,0.301,0.0775,113.081,125468,3,Basic
71,0.784,0.41600000000000004,7,-9.231,1,0.102,0.0546,2.1600000000000003e-05,0.11199999999999999,0.259,147.994,225037,4,Basic
68,0.426,0.946,10,-3.089,0,0.0822,6.92e-05,7.04e-05,0.331,0.433,174.05200000000002,184893,4,Basic
66,0.765,0.373,2,-5.321000000000001,1,0.0302,0.8540000000000001,0.0,0.0949,0.379,89.09899999999999,214067,4,Basic
70,0.581,0.452,11,-9.558,1,0.15,0.20600000000000002,0.00329,0.0881,0.523,75.046,173653,4,Basic
0,0.565,0.754,3,-6.266,1,0.0286,0.0266,0.000134,0.0978,0.672,134.00799999999998,215013,4,Basic
0,0.433,0.9279999999999999,4,-5.117,0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160,4,Basic
67,0.703,0.636,4,-5.737,0,0.307,0.026000000000000002,0.0,0.0355,0.648,136.94899999999998,215804,4,Basic
0,0.484,0.7829999999999999,2,-5.334,1,0.0308,0.0957,0.000118,0.107,0.594,137.918,215360,4,Basic
0,0.56,0.6829999999999999,7,-4.987,1,0.0307,0.0304,0.0,0.102,0.875,133.063,162093,4,Basic
0,0.512,0.58,3,-6.6579999999999995,0,0.028999999999999998,0.621,1.7199999999999998e-05,0.513,0.303,159.847,178147,3,Basic
0,0.565,0.67,9,-5.841,1,0.027999999999999997,0.0208,2.66e-06,0.10800000000000001,0.38,121.98299999999999,182920,4,Basic
0,0.258,0.816,11,-5.739,0,0.0599,0.00355,9.08e-05,0.0764,0.531,205.05700000000002,216147,4,Basic
0,0.42100000000000004,0.6,4,-4.073,1,0.0351,0.0429,0.0,0.115,0.542,148.105,191520,4,Basic
73,0.951,0.573,0,-6.002000000000001,0,0.22699999999999998,0.0667,0.0,0.11900000000000001,0.42,105.052,211040,4,Basic
69,0.7759999999999999,0.445,9,-8.574,1,0.0371,0.212,0.00409,0.124,0.405,109.98100000000001,184200,4,Basic
75,0.708,0.33899999999999997,9,-7.085,1,0.0409,0.8340000000000001,0.0,0.128,0.512,117.995,179908,4,Basic
69,0.426,0.9590000000000001,0,-4.95,1,0.0525,5.36e-05,6.54e-06,0.7070000000000001,0.37200000000000005,155.01,242680,4,Basic
62,0.9670000000000001,0.7659999999999999,1,-5.3020000000000005,1,0.131,0.20600000000000002,0.0,0.191,0.9009999999999999,115.01299999999999,197600,4,Basic
72,0.5820000000000001,0.109,9,-14.67,0,0.0396,0.93,0.0,0.16699999999999998,0.507,131.713,263442,3,Basic
67,0.861,0.52,10,-5.497999999999999,0,0.47200000000000003,0.193,0.0,0.109,0.384,153.899,177243,4,Basic
73,0.496,0.639,6,-6.157,1,0.055,0.28,0.0,0.0975,0.305,147.764,224720,4,Basic
72,0.49700000000000005,0.9229999999999999,4,-3.04,1,0.11,0.00627,0.0,0.08199999999999999,0.545,155.11,180960,4,Basic
68,0.397,0.507,11,-9.026,1,0.0605,0.259,0.0447,0.142,0.363,74.737,292885,4,Basic
67,0.506,0.7440000000000001,9,-3.605,1,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263,4,Basic
66,0.652,0.602,8,-6.6,0,0.275,0.22399999999999998,0.0,0.0953,0.494,167.00799999999998,207000,4,Basic
73,0.556,0.589,0,-6.209,1,0.0431,0.306,0.0,0.147,0.264,180.942,246320,3,Basic
65,0.879,0.574,10,-5.602,0,0.391,0.519,8.76e-06,0.14400000000000002,0.34600000000000003,144.911,243463,4,Basic
0,0.9359999999999999,0.7020000000000001,10,-5.305,1,0.0615,0.0473,0.0,0.0838,0.7040000000000001,97.524,207000,4,Basic
65,0.747,0.769,1,-5.2829999999999995,1,0.287,0.29100000000000004,6.929999999999999e-05,0.319,0.7290000000000001,143.037,246713,4,Basic
67,0.64,0.644,5,-5.6979999999999995,0,0.37,0.802,0.0,0.10099999999999999,0.569,85.397,299168,4,Basic
67,0.713,0.684,6,-5.045,1,0.0557,0.0132,0.0,0.138,0.753,116.505,216483,4,Basic
0,0.721,0.491,10,-8.06,1,0.0848,0.578,0.0,0.13,0.624,159.987,159413,3,Basic
0,0.6729999999999999,0.601,9,-8.38,0,0.10400000000000001,0.429,3.78e-06,0.10300000000000001,0.46299999999999997,153.975,137867,4,Basic
0,0.703,0.504,6,-9.009,1,0.0886,0.265,1.6e-05,0.21600000000000003,0.588,117.977,154133,4,Basic
67,0.711,0.867,11,-1.9809999999999999,0,0.32,0.152,0.0,0.0552,0.414,161.966,214564,4,Basic
0,0.7440000000000001,0.6990000000000001,9,-7.449,0,0.159,0.126,0.0,0.114,0.802,147.055,182720,4,Basic
0,0.7140000000000001,0.6,6,-8.496,1,0.0539,0.424,0.000127,0.127,0.23199999999999998,100.005,141307,4,Basic
0,0.765,0.617,2,-8.184,1,0.0868,0.248,0.0,0.133,0.295,133.996,162760,4,Basic
0,0.69,0.647,7,-6.651,1,0.0322,0.244,0.0,0.149,0.6809999999999999,154.92700000000002,177960,4,Basic
0,0.6920000000000001,0.524,1,-8.211,1,0.113,0.34,3.6700000000000004e-05,0.132,0.687,151.855,177240,4,Basic
0,0.745,0.653,1,-8.471,1,0.0345,0.11,1.06e-05,0.135,0.6759999999999999,96.024,160227,4,Basic
0,0.674,0.557,7,-8.236,1,0.042,0.10300000000000001,0.0,0.605,0.496,160.011,114173,4,Basic
0,0.789,0.523,2,-9.799,1,0.0378,0.285,0.0,0.109,0.46299999999999997,98.99600000000001,164987,4,Basic
68,0.579,0.632,3,-7.732,0,0.0918,0.677,0.0,0.0892,0.76,120.258,253947,3,Basic
75,0.667,0.503,0,-8.217,0,0.0526,0.552,0.0,0.16899999999999998,0.584,144.015,177630,4,Basic
76,0.537,0.647,2,-7.37,1,0.0519,0.168,0.0,0.10800000000000001,0.531,79.77,214987,4,Basic
0,0.596,0.674,10,-6.207999999999999,0,0.384,0.0528,1.28e-05,0.043,0.8590000000000001,79.95,249467,4,Basic
0,0.519,0.968,6,-2.7889999999999997,0,0.5579999999999999,0.26,0.0,0.34600000000000003,0.68,81.91199999999999,254893,4,Basic
0,0.602,0.772,7,-4.837,1,0.344,0.292,0.0,0.45299999999999996,0.48200000000000004,89.12799999999999,133494,4,Basic
0,0.7809999999999999,0.898,1,-2.247,1,0.243,0.0109,0.0,0.23800000000000002,0.9309999999999999,167.833,239987,4,Basic
0,0.802,0.863,1,-3.552,1,0.2,0.0199,0.0,0.141,0.873,81.008,219400,4,Basic
85,0.672,0.684,9,-5.682,0,0.316,0.125,0.0261,0.183,0.62,75.233,182816,3,Basic
77,0.757,0.8320000000000001,4,-3.674,0,0.22899999999999998,0.127,0.0,0.16699999999999998,0.53,180.05,182400,4,Basic
78,0.861,0.7859999999999999,1,-3.833,1,0.22899999999999998,0.485,2.44e-05,0.113,0.778,104.01700000000001,252440,4,Basic
77,0.73,0.725,0,-6.446000000000001,1,0.0689,0.0787,0.0,0.544,0.5710000000000001,95.061,204000,4,Basic
73,0.946,0.723,9,-3.6919999999999997,1,0.114,0.0778,0.0,0.0608,0.349,102.956,160877,4,Basic
75,0.6459999999999999,0.355,1,-7.119,1,0.0263,0.873,0.0,0.115,0.364,84.988,210863,4,Basic
69,0.742,0.546,1,-7.694,1,0.0315,0.172,0.38,0.115,0.868,104.99600000000001,260520,4,Basic
72,0.6779999999999999,0.672,0,-5.688,1,0.0302,0.009590000000000001,0.0,0.0868,0.625,136.933,155993,4,Basic
73,0.782,0.637,10,-5.63,0,0.264,0.28,0.0,0.114,0.389,101.98899999999999,189035,4,Basic
73,0.693,0.674,5,-4.449,1,0.0723,0.185,0.0,0.0639,0.37799999999999995,95.97200000000001,160998,4,Basic
73,0.8029999999999999,0.384,7,-6.522,1,0.179,0.5710000000000001,0.0,0.19399999999999998,0.503,141.924,210147,4,Basic
67,0.511,0.43,8,-6.5920000000000005,0,0.324,0.705,0.0,0.10300000000000001,0.106,122.24,304000,4,Basic
67,0.826,0.365,1,-7.024,1,0.0412,0.8490000000000001,3.8e-06,0.18600000000000003,0.802,85.244,239324,4,Basic
69,0.5870000000000001,0.665,2,-6.997999999999999,1,0.37200000000000005,0.19699999999999998,0.0,0.11199999999999999,0.222,96.016,285015,4,Basic
68,0.8690000000000001,0.532,7,-7.186,1,0.23,0.517,0.0,0.10300000000000001,0.509,89.00399999999999,285053,4,Basic
66,0.5770000000000001,0.8109999999999999,2,-5.122999999999999,1,0.075,0.0394,0.0,0.11,0.6659999999999999,92.00200000000001,181421,4,Basic
69,0.6459999999999999,0.851,8,-4.22,0,0.0662,0.00618,0.0,0.629,0.33299999999999996,129.918,208396,4,Basic
74,0.43700000000000006,0.716,5,-4.306,1,0.05,0.39,0.0,0.20800000000000002,0.307,170.09400000000002,253304,4,Basic
68,0.8809999999999999,0.742,0,-3.736,1,0.0535,0.14,2.49e-06,0.156,0.43200000000000005,116.99700000000001,184782,4,Basic
84,0.677,0.722,2,-4.4430000000000005,0,0.0626,0.5379999999999999,0.0,0.11,0.7859999999999999,172.0,173452,4,Basic
67,0.872,0.718,6,-3.238,0,0.22899999999999998,0.114,0.0,0.33299999999999996,0.833,112.98100000000001,143191,4,Basic
66,0.711,0.774,7,-4.0680000000000005,1,0.0308,0.0317,0.0,0.124,0.9390000000000001,111.016,209733,4,Basic
72,0.36200000000000004,0.9209999999999999,1,-3.815,0,0.486,0.12300000000000001,0.0,0.19,0.529,172.19099999999997,180840,3,Basic
66,0.5670000000000001,0.925,1,-2.775,0,0.0906,0.0023899999999999998,0.0054,0.348,0.7040000000000001,118.006,182840,4,Basic
70,0.187,0.0749,4,-25.566999999999997,0,0.0388,0.961,0.9159999999999999,0.11,0.0643,136.606,254118,3,Basic
65,0.425,0.695,9,-7.93,1,0.0477,0.004379999999999999,0.0,0.691,0.243,142.11,353547,4,Basic
70,0.289,0.0386,0,-24.586,1,0.037000000000000005,0.982,0.875,0.0802,0.0395,68.734,195429,3,Basic
68,0.871,0.493,9,-6.775,1,0.33799999999999997,0.0104,0.0,0.0917,0.157,93.016,179388,4,Basic
69,0.784,0.6920000000000001,5,-5.6339999999999995,1,0.0338,0.23,1.14e-06,0.325,0.9620000000000001,103.007,208493,4,Basic
78,0.745,0.693,2,-5.479,0,0.034,0.33899999999999997,0.0,0.12300000000000001,0.248,98.039,181900,4,Basic
69,0.39,0.47200000000000003,10,-6.154,1,0.0357,0.0388,0.0,0.111,0.163,119.54799999999999,202000,4,Basic
69,0.281,0.00943,10,-22.660999999999998,1,0.0374,0.995,0.9640000000000001,0.11599999999999999,0.0384,70.348,145475,5,Basic
68,0.868,0.521,1,-7.837000000000001,0,0.426,0.37799999999999995,0.0,0.374,0.40700000000000003,117.146,199117,4,Basic
71,0.7340000000000001,0.511,0,-4.905,0,0.0592,0.14800000000000002,0.0,0.29,0.727,124.995,206947,4,Basic
70,0.74,0.337,8,-6.039,1,0.0282,0.17800000000000002,0.0,0.0944,0.56,103.00200000000001,193133,4,Basic
77,0.722,0.565,4,-5.848,1,0.0335,0.435,0.0,0.165,0.488,104.48299999999999,185658,4,Basic
66,0.7659999999999999,0.478,10,-8.287,1,0.479,0.0285,0.0,0.17,0.303,99.85700000000001,144661,4,Basic
69,0.722,0.6829999999999999,6,-8.228,0,0.0993,0.27,9.7e-05,0.0939,0.7,118.045,162375,4,Basic
71,0.8240000000000001,0.534,4,-4.678999999999999,0,0.0363,0.0357,3.62e-06,0.0877,0.20600000000000002,141.983,130187,4,Basic
67,0.525,0.725,7,-5.318,1,0.629,0.529,0.0,0.598,0.693,175.63,210467,4,Basic
72,0.835,0.65,7,-5.027,1,0.0342,0.0804,0.0,0.127,0.581,109.999,169883,4,Basic
69,0.302,0.10099999999999999,2,-19.705,1,0.0378,0.943,0.8859999999999999,0.107,0.213,106.904,155040,3,Basic
66,0.506,0.275,7,-8.464,0,0.0292,0.494,0.0037700000000000003,0.10099999999999999,0.0639,153.769,298880,3,Basic
68,0.623,0.585,0,-7.895,1,0.124,0.0628,0.000155,0.11900000000000001,0.5379999999999999,158.273,174947,4,Basic
69,0.14400000000000002,0.997,4,-16.136,1,0.0908,0.0116,0.733,0.47100000000000003,0.00598,103.90299999999999,164750,3,Basic
79,0.8140000000000001,0.863,9,-2.885,1,0.0589,0.11599999999999999,0.000226,0.0736,0.597,98.04799999999999,185147,4,Basic
65,0.45,0.871,10,-4.542,0,0.353,0.8740000000000001,4.63e-06,0.395,0.34700000000000003,85.92200000000001,151861,4,Basic
69,0.6709999999999999,0.763,8,-5.877000000000001,1,0.305,0.607,2.1600000000000003e-05,0.495,0.469,149.87,203113,4,Basic
65,0.893,0.7759999999999999,11,-5.356,1,0.293,0.00607,0.0,0.10300000000000001,0.22899999999999998,91.98700000000001,284439,4,Basic
76,0.914,0.516,5,-4.178,0,0.0918,0.131,0.0,0.0441,0.7020000000000001,119.969,195080,4,Basic
0,0.8390000000000001,0.938,7,-2.427,1,0.271,0.151,0.0,0.0549,0.8909999999999999,170.19,227760,4,Basic
0,0.867,0.606,8,-5.6979999999999995,1,0.319,0.177,0.0,0.0651,0.614,96.17399999999999,254147,4,Basic
0,0.757,0.78,1,-5.038,1,0.319,0.0811,0.0,0.113,0.59,97.917,232507,4,Basic
69,0.198,0.125,0,-22.252,1,0.040999999999999995,0.9640000000000001,0.92,0.11199999999999999,0.0388,95.65299999999999,166901,4,Basic
66,0.9279999999999999,0.515,1,-8.306000000000001,1,0.0859,0.00081,0.0,0.235,0.387,138.049,204027,4,Basic
68,0.46,0.7709999999999999,9,-7.087999999999999,0,0.32799999999999996,0.518,0.000197,0.0774,0.29600000000000004,88.83,210280,4,Basic
64,0.8320000000000001,0.515,9,-7.112,0,0.375,0.0257,6.979999999999999e-05,0.0957,0.653,139.997,185143,4,Basic
70,0.711,0.41200000000000003,9,-6.827000000000001,1,0.0445,0.184,0.0,0.0546,0.18600000000000003,130.015,203538,4,Basic
70,0.635,0.312,7,-8.134,1,0.0265,0.635,0.0,0.138,0.414,98.01700000000001,240118,4,Basic
70,0.7340000000000001,0.836,6,-5.952999999999999,0,0.0817,0.0116,0.0,0.106,0.214,100.022,203175,4,Basic
70,0.552,0.623,6,-5.766,1,0.0532,0.0122,0.0123,0.106,0.616,177.97299999999998,215737,4,Basic
67,0.626,0.769,1,-4.48,1,0.0343,0.22399999999999998,0.0,0.11599999999999999,0.446,93.48299999999999,134819,4,Basic
69,0.214,0.0667,9,-25.204,1,0.0422,0.9329999999999999,0.8220000000000001,0.0899,0.0473,71.877,181875,4,Basic
66,0.479,0.667,8,-5.428999999999999,1,0.177,0.0323,0.0,0.306,0.7340000000000001,177.958,200347,4,Basic
65,0.733,0.389,10,-8.468,0,0.0738,0.0513,0.0,0.141,0.244,157.878,159670,3,Basic
69,0.57,0.713,11,-5.374,1,0.0518,0.755,0.0,0.0897,0.45799999999999996,89.064,174667,4,Basic
68,0.606,0.679,2,-7.445,1,0.0321,0.0151,0.000433,0.0962,0.7070000000000001,122.016,177768,4,Basic
69,0.634,0.82,1,-4.0360000000000005,1,0.34700000000000003,0.0267,0.0,0.14400000000000002,0.7020000000000001,89.369,236480,4,Basic
66,0.244,0.698,2,-4.688,1,0.038,0.436,0.0,0.147,0.424,84.844,204360,4,Basic
71,0.326,0.285,9,-10.972000000000001,0,0.0339,0.872,0.000278,0.0968,0.198,143.702,216707,4,Basic
72,0.648,0.5539999999999999,9,-7.005,1,0.0341,0.32899999999999996,2.56e-05,0.0803,0.37200000000000005,98.045,171786,4,Basic
81,0.7390000000000001,0.863,9,-3.667,1,0.139,0.0656,0.0,0.254,0.773,173.946,279280,4,Basic
70,0.718,0.406,0,-10.511,1,0.318,0.292,0.0,0.091,0.221,174.032,165517,4,Basic
66,0.741,0.546,5,-9.122,0,0.0713,0.0369,0.0,0.0733,0.6890000000000001,141.97799999999998,180400,4,Basic
68,0.474,0.5770000000000001,1,-8.72,1,0.0371,0.434,0.151,0.0919,0.0411,77.976,257227,4,Basic
70,0.0624,0.16399999999999998,5,-22.92,1,0.0374,0.9059999999999999,0.9159999999999999,0.111,0.0396,66.259,234382,4,Basic
66,0.669,0.789,0,-5.1339999999999995,1,0.0518,0.0116,4.72e-06,0.387,0.5429999999999999,87.57,195312,4,Basic
84,0.807,0.887,1,-4.311,0,0.0361,0.016,0.000503,0.0811,0.606,122.015,229184,4,Basic
67,0.97,0.71,4,-5.263,0,0.195,0.39299999999999996,0.0,0.138,0.777,116.03200000000001,222905,4,Basic
76,0.79,0.853,11,-4.564,0,0.0665,0.00116,4.23e-05,0.32899999999999996,0.713,124.99799999999999,199874,4,Basic
70,0.155,0.0276,11,-24.866,1,0.0424,0.982,0.9109999999999999,0.0973,0.122,69.694,204448,4,Basic
67,0.529,0.754,10,-3.457,0,0.325,0.0129,0.0,0.198,0.212,175.041,145349,4,Basic
67,0.517,0.541,0,-6.843999999999999,1,0.235,0.0394,0.0,0.6779999999999999,0.12300000000000001,139.076,226480,4,Basic
70,0.45299999999999996,0.209,11,-11.917,1,0.223,0.5870000000000001,0.0,0.11900000000000001,0.21600000000000003,169.31599999999997,237020,4,Basic
67,0.7559999999999999,0.517,0,-8.122,1,0.0996,0.341,2.68e-05,0.10300000000000001,0.267,110.064,159813,1,Basic
77,0.754,0.653,7,-5.095,1,0.0611,0.0944,0.0,0.38299999999999995,0.379,123.084,179746,4,Basic
68,0.7440000000000001,0.619,0,-9.805,1,0.039,0.598,0.00372,0.231,0.6409999999999999,112.99700000000001,188387,4,Basic
70,0.505,0.597,3,-6.21,0,0.0686,0.0725,0.0,0.0954,0.239,82.134,234147,4,Basic
69,0.821,0.44799999999999995,9,-4.33,1,0.0468,0.29600000000000004,3.26e-06,0.0683,0.45,105.006,170364,4,Basic
66,0.945,0.535,9,-6.181,1,0.401,0.192,0.0,0.32299999999999995,0.65,107.01,152400,4,Basic
68,0.843,0.8059999999999999,6,-5.156000000000001,1,0.36700000000000005,0.0729,0.0,0.758,0.821,97.85799999999999,139610,4,Basic
65,0.506,0.58,7,-4.133,0,0.0455,0.39899999999999997,0.10800000000000001,0.21,0.634,82.56299999999999,118936,5,Basic
66,0.787,0.38799999999999996,6,-9.429,0,0.114,0.33,4.6299999999999994e-05,0.0994,0.494,142.0,177723,4,Basic
67,0.67,0.725,0,-6.372999999999999,1,0.0972,0.0164,0.0,0.353,0.161,117.194,202321,4,Basic
77,0.5670000000000001,0.696,9,-5.416,1,0.301,0.456,0.0,0.113,0.544,92.061,174983,4,Basic
75,0.887,0.633,5,-4.075,0,0.0896,0.0486,1.1599999999999999e-05,0.109,0.892,91.99,165347,4,Basic
67,0.552,0.733,6,-6.626,1,0.20199999999999999,0.0461,0.0,0.0703,0.33299999999999996,159.81799999999998,180080,4,Basic
66,0.578,0.879,4,-4.912,1,0.0306,0.0296,0.0,0.22,0.6990000000000001,93.006,189000,4,Basic
68,0.843,0.797,11,-4.5969999999999995,0,0.0419,0.20199999999999999,0.000117,0.0822,0.613,109.973,172800,4,Basic
82,0.745,0.8809999999999999,0,-2.5869999999999997,1,0.0506,0.255,0.0,0.25,0.961,157.985,147493,4,Basic
65,0.495,0.748,11,-7.343,0,0.359,0.17600000000000002,0.00487,0.19699999999999998,0.6729999999999999,147.93,102003,3,Basic
64,0.562,0.6829999999999999,7,-4.427,1,0.0296,0.0053100000000000005,0.0,0.107,0.385,132.003,244798,4,Basic
71,0.628,0.64,6,-4.164,0,0.049,0.0992,0.0,0.138,0.409,129.815,201081,4,Basic
68,0.622,0.485,2,-7.2589999999999995,1,0.0322,0.22699999999999998,0.0,0.0889,0.23600000000000002,118.051,208840,4,Basic
66,0.7809999999999999,0.696,6,-5.553,0,0.313,0.203,0.0,0.13,0.6920000000000001,74.998,179467,4,Basic
75,0.7509999999999999,0.726,8,-3.4989999999999997,0,0.038,0.0706,3.42e-06,0.278,0.581,104.914,213164,4,Basic
68,0.569,0.414,10,-8.901,1,0.0758,0.633,0.0,0.0916,0.35,168.02900000000002,211103,4,Basic
69,0.563,0.81,2,-2.9210000000000003,1,0.0522,0.005220000000000001,0.0,0.0846,0.495,129.975,247385,4,Basic
73,0.469,0.631,8,-6.569,0,0.0853,0.314,0.0,0.14,0.763,91.41799999999999,204507,4,Basic
67,0.58,0.0978,1,-13.519,0,0.332,0.624,0.0,0.11199999999999999,0.389,170.803,104438,3,Basic
76,0.578,0.43,10,-6.396,1,0.0282,0.608,2.67e-06,0.11699999999999999,0.156,136.82399999999998,243187,4,Basic
67,0.841,0.49200000000000005,5,-7.051,1,0.22699999999999998,0.159,7.269999999999999e-05,0.0803,0.27899999999999997,135.032,165773,4,Basic
65,0.866,0.73,4,-2.965,0,0.304,0.0144,8.599999999999999e-06,0.16,0.435,160.034,182954,4,Basic
68,0.447,0.4,1,-8.462,0,0.0285,0.159,4.09e-06,0.153,0.16399999999999998,75.959,231630,4,Basic
66,0.919,0.515,8,-7.678,0,0.106,0.0932,2.8899999999999998e-05,0.0786,0.5379999999999999,89.988,183693,4,Basic
64,0.528,0.727,6,-5.739,1,0.179,0.0557,0.0,0.17600000000000002,0.212,155.92700000000002,245270,4,Basic
69,0.157,0.151,4,-24.236,1,0.0424,0.992,0.9690000000000001,0.17,0.0379,62.781000000000006,271285,4,Basic
67,0.6509999999999999,0.49200000000000005,2,-9.013,1,0.0825,0.21899999999999997,0.0,0.105,0.82,165.903,185757,3,Basic
73,0.608,0.47,8,-6.73,1,0.0428,0.226,0.0,0.0963,0.24100000000000002,81.0,227275,4,Basic
69,0.919,0.484,5,-8.991,0,0.20800000000000002,0.0949,0.0,0.0969,0.963,100.014,129600,4,Basic
69,0.8170000000000001,0.445,4,-7.21,0,0.10300000000000001,0.376,0.0,0.107,0.273,97.024,211522,4,Basic
82,0.81,0.716,8,-2.3,1,0.0694,0.0478,0.0,0.0678,0.6890000000000001,96.029,158480,4,Basic
69,0.14800000000000002,0.0113,1,-33.791,0,0.040999999999999995,0.9359999999999999,0.7,0.133,0.0376,138.39600000000002,229078,3,Basic
65,0.68,0.669,2,-5.621,0,0.191,0.107,0.0,0.11199999999999999,0.429,152.174,235263,4,Basic
75,0.716,0.8140000000000001,5,-2.889,0,0.35,0.0486,0.0,0.607,0.575,146.925,189771,4,Basic
65,0.6579999999999999,0.621,5,-5.859,0,0.0287,0.27399999999999997,0.0,0.156,0.857,109.96,122112,4,Basic
67,0.588,0.54,4,-5.0569999999999995,0,0.0713,0.364,5.55e-06,0.21899999999999997,0.963,176.445,182001,3,Basic
73,0.386,0.136,6,-9.267000000000001,1,0.0458,0.932,0.0,0.0653,0.0976,67.016,225853,3,Basic
83,0.703,0.7759999999999999,7,-3.075,1,0.2,0.0746,0.0,0.12300000000000001,0.483,182.136,215087,4,Basic
69,0.9359999999999999,0.59,9,-6.499,1,0.231,0.0506,0.0,0.0696,0.504,103.113,179004,4,Basic
66,0.589,0.878,4,-4.493,1,0.0359,0.0247,1.07e-05,0.285,0.836,149.987,180405,4,Basic
73,0.627,0.594,7,-8.306000000000001,1,0.0478,0.253,0.0,0.373,0.389,101.008,197093,4,Basic
