popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,rating
88,0.6940000000000001,0.466,9,-6.757999999999999,1,0.0384,0.0934,0.0,0.098,0.24600000000000002,103.01799999999999,189613,4,Basic
81,0.816,0.5820000000000001,8,-4.141,1,0.341,0.0794,5.84e-06,0.0916,0.542,160.004,136366,4,Basic
88,0.7170000000000001,0.653,1,-5.6339999999999995,1,0.0658,0.22899999999999998,0.0,0.10099999999999999,0.41200000000000003,106.96600000000001,207320,4,Basic
82,0.755,0.772,6,-5.585,1,0.4,0.128,0.0,0.157,0.6779999999999999,132.906,141827,4,Basic
82,0.8740000000000001,0.7140000000000001,5,-4.946000000000001,1,0.233,0.0273,0.0,0.35600000000000004,0.85,130.046,216678,4,Basic
88,0.773,0.836,9,-2.326,0,0.153,0.28300000000000003,2.1e-05,0.0828,0.49700000000000005,112.01,201271,4,Basic
91,0.8059999999999999,0.5579999999999999,9,-6.46,1,0.0683,0.48200000000000004,0.0,0.0618,0.6779999999999999,95.016,198973,4,Basic
82,0.852,0.73,1,-5.803,1,0.0579,0.0219,0.0,0.336,0.39399999999999996,92.506,157693,4,Basic
85,0.8440000000000001,0.644,11,-6.273,0,0.0479,0.0828,0.0,0.113,0.591,122.061,169038,4,Basic
87,0.905,0.389,8,-14.505,1,0.332,0.74,0.162,0.106,0.196,120.046,193143,4,Basic
83,0.679,0.728,5,-3.092,0,0.154,0.159,0.0,0.107,0.46,152.001,181013,4,Basic
89,0.741,0.52,8,-7.513,1,0.0656,0.45,1.97e-06,0.222,0.34700000000000003,102.99799999999999,171030,4,Basic
82,0.649,0.45299999999999996,6,-7.28,1,0.085,0.627,0.0,0.11599999999999999,0.431,99.18299999999999,181891,4,Basic
92,0.693,0.6779999999999999,8,-7.159,1,0.0324,0.0154,6.05e-06,0.10099999999999999,0.40399999999999997,103.95200000000001,228267,4,Basic
84,0.8540000000000001,0.5539999999999999,8,-4.684,1,0.172,0.769,1.84e-06,0.0749,0.272,142.069,163121,4,Basic
82,0.9009999999999999,0.6759999999999999,2,-7.0329999999999995,1,0.251,0.0646,0.0,0.0863,0.452,85.01799999999999,148278,4,Basic
86,0.42100000000000004,0.131,0,-18.435,1,0.0382,0.9520000000000001,0.004529999999999999,0.109,0.12,137.446,291796,4,Basic
81,0.741,0.87,6,-3.4939999999999998,0,0.503,0.00813,0.0,0.114,0.6629999999999999,184.19400000000002,254723,4,Basic
83,0.746,0.5589999999999999,5,-4.008,1,0.0316,0.703,0.0,0.14800000000000002,0.368,117.943,200680,4,Basic
88,0.584,0.685,7,-7.811,1,0.425,0.0304,0.0,0.18899999999999997,0.345,97.551,226321,4,Basic
81,0.54,0.863,1,-4.4830000000000005,1,0.0481,0.0138,0.0,0.0871,0.64,77.0,186800,4,Basic
89,0.794,0.7929999999999999,11,-4.521,0,0.0842,0.0125,0.0,0.0952,0.677,123.941,183290,4,Basic
83,0.665,0.741,0,-3.694,1,0.0787,0.154,3.02e-05,0.345,0.57,144.968,156893,4,Basic
83,0.243,0.26,4,-5.876,0,0.0305,0.828,4.03e-05,0.532,0.327,76.61,49293,3,Basic
87,0.61,0.83,0,-4.105,1,0.0571,0.033,0.0,0.11800000000000001,0.728,182.162,193000,4,Basic
84,0.664,0.316,5,-10.345,1,0.519,0.298,2.03e-06,0.0812,0.541,92.875,170640,4,Basic
88,0.795,0.496,0,-5.882999999999999,1,0.0722,0.10800000000000001,0.0,0.0645,0.8740000000000001,94.01,183000,4,Basic
81,0.642,0.647,7,-6.312,0,0.428,0.517,0.0,0.0649,0.664,120.749,217867,4,Basic
88,0.6920000000000001,0.809,2,-4.198,1,0.0602,0.524,0.0,0.147,0.8640000000000001,123.911,190800,4,Basic
81,0.97,0.46299999999999997,10,-7.2589999999999995,1,0.366,0.0957,0.0,0.151,0.46,108.00299999999999,142417,4,Basic
0,0.6890000000000001,0.675,0,-4.281000000000001,1,0.32,0.531,3.17e-06,0.115,0.604,180.065,205600,4,Basic
0,0.747,0.74,4,-4.325,0,0.191,0.0165,9.940000000000002e-05,0.10099999999999999,0.552,176.05900000000003,158800,4,Basic
0,0.775,0.867,5,-1.5819999999999999,0,0.0414,0.0132,0.006840000000000001,0.278,0.8690000000000001,96.038,265747,4,Basic
0,0.718,0.679,4,-6.216,0,0.19699999999999998,0.0298,0.0,0.126,0.669,175.982,199933,4,Basic
0,0.8959999999999999,0.8590000000000001,11,-4.232,0,0.21100000000000002,0.154,0.00011499999999999999,0.212,0.938,93.016,201280,4,Basic
83,0.7240000000000001,0.772,6,-4.388999999999999,0,0.184,0.248,0.0,0.308,0.34700000000000003,95.074,168280,4,Basic
83,0.767,0.889,7,-2.988,1,0.0963,0.00611,0.0,0.402,0.843,119.93,195145,4,Basic
87,0.591,0.7020000000000001,7,-5.59,1,0.0289,0.225,0.0,0.414,0.501,104.00299999999999,217653,4,Basic
86,0.57,0.585,8,-7.041,1,0.251,0.128,9.7e-05,0.111,0.37799999999999995,97.285,171987,4,Basic
81,0.691,0.64,0,-6.441,1,0.369,0.511,0.0,0.409,0.163,138.672,202040,4,Basic
87,0.53,0.5379999999999999,5,-6.672000000000001,1,0.0335,0.17,2.83e-06,0.248,0.28800000000000003,148.05100000000002,233654,4,Basic
86,0.853,0.35100000000000003,7,-10.198,1,0.24100000000000002,0.39,9.38e-06,0.752,0.282,118.02799999999999,221543,4,Basic
85,0.777,0.6579999999999999,0,-5.191,1,0.054000000000000006,0.0767,0.0,0.0901,0.633,110.04799999999999,190360,4,Basic
87,0.755,0.44799999999999995,3,-2.9930000000000003,0,0.0405,0.0508,3.87e-06,0.11,0.431,139.028,204887,4,Basic
88,0.77,0.882,8,-4.792,1,0.0602,0.19399999999999998,0.0,0.316,0.385,99.991,223523,4,Basic
81,0.943,0.664,4,-5.952000000000001,0,0.106,0.235,5.84e-06,0.11199999999999999,0.93,120.051,156893,4,Basic
82,0.6609999999999999,0.44,2,-9.104,1,0.0803,0.457,0.0,0.128,0.35200000000000004,149.937,230400,4,Basic
87,0.8420000000000001,0.7340000000000001,1,-5.065,0,0.0588,0.0427,0.0,0.106,0.9520000000000001,137.958,181040,4,Basic
85,0.708,0.18600000000000003,9,-8.953,0,0.0422,0.868,0.0,0.0779,0.321,72.541,156107,4,Basic
82,0.8190000000000001,0.45799999999999996,4,-10.222999999999999,0,0.16699999999999998,0.5820000000000001,0.17300000000000001,0.128,0.23199999999999998,122.98100000000001,268893,4,Basic
84,0.552,0.7020000000000001,9,-5.707000000000001,1,0.157,0.11699999999999999,2.0600000000000003e-05,0.105,0.564,169.99400000000003,178427,4,Basic
82,0.8690000000000001,0.59,11,-8.214,1,0.257,0.07,0.0,0.23600000000000002,0.479,107.934,151147,4,Basic
81,0.612,0.57,11,-6.642,0,0.0347,0.27899999999999997,0.0,0.0963,0.335,77.00399999999999,197293,4,Basic
86,0.726,0.5539999999999999,5,-5.29,0,0.0917,0.0421,0.0,0.106,0.335,169.99900000000002,190440,4,Basic
82,0.731,0.65,0,-5.2860000000000005,1,0.271,0.107,0.0,0.124,0.605,154.968,177847,4,Basic
80,0.919,0.556,4,-6.0489999999999995,0,0.16399999999999998,0.0933,0.0,0.109,0.539,130.025,146600,4,Basic
81,0.978,0.47700000000000004,8,-8.158999999999999,1,0.155,0.000143,0.0,0.133,0.196,110.00200000000001,109091,4,Basic
82,0.7859999999999999,0.6579999999999999,0,-2.61,1,0.0661,0.0856,0.0,0.0689,0.45799999999999996,170.037,202333,4,Basic
79,0.7390000000000001,0.637,4,-5.79,0,0.44,0.23199999999999998,0.0,0.634,0.513,164.91,128414,4,Basic
93,0.7340000000000001,0.836,10,-4.803,0,0.0735,0.017,1.64e-05,0.179,0.623,80.002,270741,4,Basic
85,0.6779999999999999,0.5329999999999999,4,-10.485,1,0.18600000000000003,0.462,0.21899999999999997,0.139,0.32299999999999995,150.455,180953,4,Basic
90,0.795,0.7829999999999999,5,-4.271,1,0.0432,0.361,0.0,0.43700000000000006,0.8,92.016,266087,4,Basic
83,0.706,0.679,9,-5.614,1,0.0324,0.139,6.979999999999999e-05,0.465,0.657,140.08100000000002,158707,4,Basic
82,0.47600000000000003,0.701,0,-4.234,1,0.0349,0.102,0.0,0.242,0.405,163.882,158120,4,Basic
83,0.561,0.0848,2,-15.099,1,0.0404,0.9129999999999999,2.62e-05,0.11199999999999999,0.20600000000000002,102.12799999999999,219147,4,Basic
87,0.722,0.757,10,-6.207000000000001,0,0.132,0.185,6.32e-06,0.126,0.721,140.094,185815,4,Basic
86,0.726,0.444,8,-8.922,0,0.37200000000000005,0.28300000000000003,0.14300000000000002,0.177,0.569,185.044,168840,4,Basic
81,0.8290000000000001,0.5820000000000001,7,-5.721,0,0.0415,0.525,0.0,0.0759,0.51,108.02799999999999,109373,4,Basic
82,0.897,0.743,10,-5.446000000000001,0,0.222,0.304,4.44e-05,0.13699999999999998,0.905,134.97899999999998,187105,4,Basic
83,0.7859999999999999,0.428,5,-10.011000000000001,0,0.31,0.0933,1.1e-06,0.156,0.556,97.001,255000,4,Basic
81,0.568,0.764,5,-3.465,0,0.255,0.217,0.0,0.0931,0.625,179.985,160720,4,Basic
81,0.677,0.7140000000000001,11,-5.6370000000000005,1,0.0287,0.162,0.0,0.0717,0.355,94.956,136568,4,Basic
82,0.61,0.725,8,-5.131,1,0.15,0.36700000000000005,0.0,0.154,0.29100000000000004,146.16299999999998,201788,4,Basic
83,0.772,0.637,2,-6.881,1,0.114,0.0045899999999999995,0.0,0.0778,0.54,149.906,167317,4,Basic
81,0.684,0.687,2,-4.673,1,0.2,0.0164,0.0,0.253,0.265,184.02599999999998,151067,4,Basic
91,0.725,0.79,0,-2.331,1,0.19699999999999998,0.0711,1.14e-06,0.0602,0.763,175.988,287773,4,Basic
79,0.888,0.43,9,-6.728,1,0.588,0.0786,1.58e-06,0.132,0.45,120.088,160013,4,Basic
79,0.547,0.743,2,-6.064,1,0.0323,0.235,0.0,0.231,0.647,77.9,225253,4,Basic
86,0.599,0.733,11,-7.058,1,0.203,0.17600000000000002,0.0,0.242,0.534,102.211,162583,4,Basic
79,0.5379999999999999,0.752,10,-5.106,1,0.0396,0.0608,5.39e-06,0.11800000000000001,0.217,139.984,205107,4,Basic
82,0.745,0.728,0,-3.39,1,0.0423,0.35200000000000004,0.0,0.228,0.39,120.09899999999999,130876,4,Basic
93,0.6940000000000001,0.758,11,-2.986,1,0.218,0.278,1.34e-06,0.102,0.371,192.09099999999998,185195,4,Basic
85,0.614,0.647,0,-4.681,0,0.0524,0.0687,0.0,0.10400000000000001,0.368,163.862,184665,4,Basic
80,0.764,0.528,5,-4.082,0,0.0588,0.46799999999999997,0.0,0.0811,0.42200000000000004,123.936,189253,5,Basic
82,0.88,0.67,2,-5.188,1,0.0429,0.299,5.08e-06,0.0677,0.142,100.995,299227,4,Basic
90,0.639,0.7909999999999999,10,-4.4430000000000005,0,0.253,0.0275,0.0,0.36200000000000004,0.9390000000000001,92.603,222347,4,Basic
86,0.7909999999999999,0.565,5,-3.9330000000000003,0,0.0439,0.0623,0.0,0.156,0.18100000000000002,99.961,156347,4,Basic
88,0.59,0.642,7,-3.87,1,0.122,0.0771,0.0,0.105,0.6509999999999999,107.35600000000001,174444,4,Basic
78,0.722,0.716,8,-5.257999999999999,0,0.377,0.00818,0.0,0.892,0.799,128.0,181238,4,Basic
80,0.732,0.856,11,-2.2,0,0.0929,0.0828,0.0,0.32299999999999995,0.7709999999999999,145.034,177670,4,Basic
79,0.71,0.49,1,-9.832,1,0.24600000000000002,0.128,0.0,0.0942,0.621,74.351,195587,4,Basic
81,0.6659999999999999,0.603,1,-5.671,1,0.0763,0.49700000000000005,0.0,0.11199999999999999,0.262,102.94,141413,4,Basic
79,0.961,0.43799999999999994,7,-7.877000000000001,1,0.31,0.0431,0.0,0.139,0.41200000000000003,124.01799999999999,251080,4,Basic
87,0.614,0.684,0,-5.79,1,0.157,0.247,0.0,0.0976,0.258,156.85,245700,4,Basic
77,0.638,0.539,10,-5.853,1,0.0504,0.22,0.0,0.24100000000000002,0.247,83.381,143713,4,Basic
79,0.72,0.644,8,-8.099,0,0.341,0.0388,0.0,0.19399999999999998,0.611,77.673,178720,4,Basic
92,0.78,0.759,1,-3.292,1,0.225,0.462,0.000868,0.14300000000000002,0.579,91.95200000000001,201040,4,Basic
81,0.919,0.622,1,-7.3839999999999995,1,0.0997,0.228,4.24e-06,0.122,0.424,140.02200000000002,205803,4,Basic
87,0.645,0.862,11,-4.757,0,0.0965,0.0923,0.0,0.192,0.7979999999999999,119.991,229773,4,Basic
84,0.51,0.835,3,-4.673,1,0.0447,0.007909999999999999,0.0,0.21899999999999997,0.435,140.024,226747,4,Basic
82,0.628,0.7440000000000001,7,-4.718,1,0.0379,0.0257,0.0,0.313,0.27699999999999997,119.921,169397,4,Basic
78,0.745,0.7040000000000001,0,-6.962000000000001,1,0.233,0.24600000000000002,0.0,0.314,0.56,98.042,195918,4,Basic
78,0.619,0.695,10,-4.005,0,0.20600000000000002,0.336,0.0,0.0859,0.361,82.155,163931,4,Basic
80,0.63,0.63,9,-6.211,1,0.0395,0.0131,0.0,0.142,0.163,80.512,131213,4,Basic
79,0.74,0.488,1,-7.664,0,0.27,0.23399999999999999,0.0,0.24100000000000002,0.584,149.042,120133,4,Basic
81,0.8109999999999999,0.7190000000000001,9,-6.553,1,0.0497,0.0129,1.36e-05,0.0742,0.865,103.979,222400,4,Basic
79,0.64,0.519,1,-6.757000000000001,0,0.188,0.25,0.0,0.0883,0.252,103.359,143493,4,Basic
78,0.7390000000000001,0.682,2,-3.728,1,0.205,0.129,0.0,0.32799999999999996,0.634,131.983,199382,4,Basic
80,0.759,0.413,11,-7.282,0,0.0494,0.7,0.0,0.14,0.40299999999999997,115.89299999999999,143667,4,Basic
83,0.552,0.65,1,-7.199,1,0.128,0.42200000000000004,0.000275,0.37200000000000005,0.316,167.78799999999998,180019,4,Basic
80,0.799,0.301,7,-11.360999999999999,1,0.185,0.195,0.0,0.0816,0.511,100.02600000000001,186587,4,Basic
88,0.794,0.79,10,-3.855,0,0.0599,0.14400000000000002,0.0,0.0893,0.5770000000000001,91.984,307547,4,Basic
