popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
69.0,0.6729999999999999,0.478,6.0,-11.083,0.0,0.093,0.674,0.0,0.093,0.473,85.962,178605.0,4.0
0.0,0.754,0.852,5.0,-6.222,0.0,0.29,0.306,5.78e-06,0.551,0.7929999999999999,171.93099999999995,230813.0,4.0
0.0,0.731,0.708,1.0,-6.659,1.0,0.16699999999999998,0.473,0.00486,0.112,0.722,186.003,154840.0,4.0
76.0,0.753,0.451,1.0,-7.638,1.0,0.0561,0.114,1.09e-06,0.369,0.542,84.01,221387.0,4.0
67.0,0.644,0.501,0.0,-8.959,1.0,0.4920000000000001,0.311,0.0,0.106,0.173,129.828,177000.0,4.0
66.0,0.805,0.531,5.0,-7.462999999999999,1.0,0.241,0.043,0.0,0.116,0.789,151.987,127368.0,4.0
68.0,0.468,0.8370000000000001,1.0,-5.654,1.0,0.381,0.187,0.0,0.687,0.605,95.47,203653.0,3.0
71.0,0.622,0.34700000000000003,8.0,-13.292,1.0,0.0649,0.507,0.00421,0.0841,0.0757,75.512,217000.0,4.0
77.0,0.603,0.615,11.0,-4.931,0.0,0.165,0.0799,6.720000000000001e-05,0.117,0.561,158.657,213707.0,4.0
70.0,0.748,0.715,2.0,-5.1370000000000005,1.0,0.0451,0.249,0.0369,0.16399999999999998,0.226,130.08700000000002,234173.0,4.0
66.0,0.785,0.531,7.0,-7.178,0.0,0.14,0.0904,0.0,0.116,0.614,77.041,177662.0,4.0
68.0,0.618,0.695,7.0,-5.415,1.0,0.189,0.211,3.96e-05,0.11,0.7659999999999999,199.95,226720.0,3.0
67.0,0.909,0.815,7.0,-4.72,1.0,0.251,0.0102,7.31e-05,0.225,0.49,91.979,200123.0,4.0
54.0,0.667,0.633,2.0,-5.435,0.0,0.0377,0.00279,0.0,0.0957,0.478,139.007,215692.0,4.0
45.0,0.5379999999999999,0.812,7.0,-5.776,1.0,0.0343,0.0193,4.33e-06,0.11,0.484,81.062,226693.0,4.0
68.0,0.758,0.932,3.0,-2.809,1.0,0.0372,0.0558,0.0,0.097,0.5920000000000001,125.993,214246.0,4.0
70.0,0.17600000000000002,0.117,7.0,-22.34,1.0,0.0401,0.826,0.885,0.124,0.142,76.125,142074.0,4.0
71.0,0.7440000000000001,0.5489999999999999,9.0,-6.041,0.0,0.0387,0.5479999999999999,0.0,0.13699999999999998,0.277,110.004,139567.0,4.0
0.0,0.735,0.58,1.0,-6.056,1.0,0.0679,0.0174,0.0,0.0532,0.5710000000000001,145.972,200880.0,4.0
44.0,0.634,0.516,8.0,-6.05,1.0,0.0373,0.4,0.0,0.142,0.769,153.83100000000005,192053.0,4.0
70.0,0.369,0.609,9.0,-4.477,0.0,0.184,0.259,4.1e-05,0.133,0.381,80.362,181140.0,1.0
71.0,0.18,0.103,5.0,-26.94,1.0,0.04,0.862,0.779,0.0903,0.0386,145.274,226000.0,4.0
44.0,0.701,0.5,8.0,-8.82,1.0,0.0303,0.46,0.0,0.234,0.409,97.028,205400.0,4.0
72.0,0.784,0.5429999999999999,6.0,-9.769,1.0,0.272,0.0588,5.320000000000001e-05,0.255,0.451,108.982,150200.0,4.0
73.0,0.336,0.978,7.0,-2.358,1.0,0.0846,0.000437,0.000525,0.138,0.496,129.842,315177.0,4.0
76.0,0.906,0.638,10.0,-7.917000000000002,0.0,0.256,0.0342,1.7e-05,0.0725,0.789,99.959,191502.0,4.0
43.0,0.487,0.6829999999999999,10.0,-5.827000000000001,0.0,0.0319,0.0322,0.0,0.0828,0.44,145.968,191427.0,4.0
46.0,0.67,0.6609999999999999,3.0,-6.797999999999999,0.0,0.0466,0.7040000000000001,0.0,0.217,0.425,119.985,201730.0,4.0
0.0,0.472,0.8059999999999999,11.0,-6.917000000000002,0.0,0.385,0.102,0.0,0.282,0.0864,83.435,273920.0,4.0
0.0,0.522,0.728,2.0,-6.018,1.0,0.39,0.142,0.0,0.12,0.486,142.02700000000004,203347.0,4.0
0.0,0.7390000000000001,0.52,9.0,-6.301,1.0,0.0679,0.0754,0.0,0.382,0.247,126.041,289627.0,4.0
0.0,0.57,0.58,10.0,-5.5470000000000015,0.0,0.209,0.0125,0.0,0.0497,0.405,171.917,270627.0,4.0
0.0,0.499,0.7559999999999999,10.0,-5.478,0.0,0.185,0.023,0.0,0.516,0.17600000000000002,83.45200000000001,193733.0,4.0
0.0,0.68,0.83,5.0,-3.922,0.0,0.0897,0.00169,0.0,0.382,0.638,102.91,310667.0,4.0
78.0,0.725,0.703,7.0,-4.641,1.0,0.0466,0.0632,0.000251,0.14,0.638,106.032,175827.0,4.0
69.0,0.612,0.629,5.0,-8.482000000000001,0.0,0.32299999999999995,0.5579999999999999,0.0,0.114,0.607,159.983,204048.0,4.0
43.0,0.544,0.8540000000000001,4.0,-4.968,0.0,0.0289,0.00245,1.2e-06,0.249,0.436,91.966,178987.0,4.0
74.0,0.866,0.613,0.0,-6.385,1.0,0.151,0.0293,0.0,0.104,0.359,98.001,229210.0,4.0
42.0,0.6409999999999999,0.726,4.0,-6.297999999999999,1.0,0.049,0.35600000000000004,0.0,0.315,0.773,80.013,226720.0,4.0
42.0,0.6990000000000001,0.893,9.0,-5.412000000000001,1.0,0.0431,0.0626,0.0,0.253,0.944,128.04399999999998,194147.0,4.0
76.0,0.625,0.6629999999999999,5.0,-5.115,1.0,0.0302,0.112,0.0,0.105,0.398,98.998,292773.0,4.0
42.0,0.596,0.5,2.0,-8.701,1.0,0.0335,0.584,0.0,0.11,0.434,82.954,185760.0,4.0
67.0,0.7040000000000001,0.888,11.0,-2.872,1.0,0.0541,0.005529999999999999,0.0011,0.079,0.531,125.027,157000.0,4.0
71.0,0.32299999999999995,0.8029999999999999,7.0,-7.397,1.0,0.0369,7.35e-05,0.8340000000000001,0.0957,0.386,144.755,943529.0,5.0
42.0,0.7090000000000001,0.392,4.0,-8.186,1.0,0.0271,0.687,0.0,0.112,0.34700000000000003,106.992,186347.0,4.0
71.0,0.754,0.37,6.0,-9.854,0.0,0.12,0.403,6.22e-05,0.107,0.228,114.941,193600.0,4.0
70.0,0.389,0.885,6.0,-5.063,0.0,0.0551,0.000372,0.000311,0.202,0.187,164.989,223173.0,4.0
42.0,0.649,0.595,6.0,-6.214,0.0,0.0325,0.16399999999999998,0.0,0.112,0.6859999999999999,77.99600000000002,191787.0,4.0
42.0,0.574,0.872,8.0,-5.733,1.0,0.0721,0.0628,0.000593,0.104,0.535,105.045,182040.0,4.0
42.0,0.5589999999999999,0.754,6.0,-5.3439999999999985,0.0,0.0481,0.00184,0.000462,0.0366,0.438,85.993,188920.0,4.0
68.0,0.675,0.71,1.0,-4.027,1.0,0.21,0.39,0.0,0.381,0.574,97.98,244688.0,4.0
68.0,0.903,0.539,9.0,-8.565,1.0,0.3670000000000001,0.0889,0.0,0.305,0.758,139.92600000000002,179493.0,4.0
41.0,0.579,0.7709999999999999,10.0,-5.497000000000001,0.0,0.038,0.03,1.63e-06,0.298,0.609,140.196,198000.0,4.0
71.0,0.314,0.63,5.0,-5.962999999999999,1.0,0.116,0.471,0.266,0.205,0.312,88.244,153294.0,1.0
73.0,0.69,0.434,4.0,-4.455,1.0,0.033,0.385,0.0,0.104,0.617,115.476,204587.0,3.0
71.0,0.46,0.426,0.0,-7.286,0.0,0.218,0.232,0.0754,0.0847,0.4320000000000001,88.802,157477.0,4.0
74.0,0.757,0.192,0.0,-11.842,1.0,0.0515,0.5720000000000001,0.0,0.606,0.595,94.024,181627.0,4.0
65.0,0.8059999999999999,0.289,1.0,-9.853,0.0,0.0389,0.609,0.0,0.105,0.457,89.958,157334.0,4.0
69.0,0.632,0.872,6.0,-4.242,1.0,0.0638,0.14,0.0,0.131,0.339,119.969,203213.0,4.0
67.0,0.898,0.589,2.0,-7.841,1.0,0.27,0.000709,0.0,0.16399999999999998,0.277,155.005,223173.0,4.0
67.0,0.557,0.496,10.0,-7.184,1.0,0.0332,0.208,0.00824,0.147,0.248,84.912,220960.0,4.0
69.0,0.713,0.8420000000000001,6.0,-5.424,0.0,0.0984,0.0686,0.0,0.341,0.435,102.968,240777.0,4.0
68.0,0.777,0.573,9.0,-8.847999999999997,0.0,0.191,0.0415,0.0,0.365,0.387,143.017,202600.0,4.0
74.0,0.81,0.625,11.0,-3.593,0.0,0.071,0.0407,1.53e-06,0.118,0.598,100.019,137448.0,4.0
0.0,0.608,0.7979999999999999,6.0,-5.092,0.0,0.0432,0.0736,0.0,0.156,0.501,92.943,185360.0,4.0
79.0,0.77,0.75,0.0,-2.715,1.0,0.0785,0.19,0.0,0.0618,0.609,99.997,225600.0,4.0
72.0,0.409,0.765,10.0,-5.674,0.0,0.104,0.0574,0.0,0.0922,0.365,97.383,209667.0,4.0
76.0,0.618,0.66,11.0,-8.14,0.0,0.0372,0.0292,2.07e-06,0.325,0.408,105.0,210944.0,4.0
68.0,0.7709999999999999,0.7609999999999999,1.0,-4.727,0.0,0.047,0.208,0.0,0.091,0.277,131.01,219664.0,4.0
78.0,0.633,0.706,10.0,-5.1370000000000005,0.0,0.0627,0.000587,0.0795,0.245,0.399,128.187,189147.0,4.0
74.0,0.6579999999999999,0.6709999999999999,2.0,-12.21,1.0,0.0363,0.0933,0.000927,0.115,0.166,100.966,202093.0,4.0
69.0,0.691,0.5379999999999999,0.0,-9.952,1.0,0.103,0.246,0.163,0.17800000000000002,0.329,99.972,182668.0,4.0
66.0,0.743,0.57,0.0,-7.376,1.0,0.0335,0.506,5.18e-05,0.0994,0.273,97.005,231360.0,3.0
74.0,0.778,0.59,8.0,-5.547999999999999,1.0,0.27,0.467,0.0,0.0902,0.515,97.995,212307.0,4.0
69.0,0.7340000000000001,0.635,7.0,-6.924,0.0,0.102,0.12,0.0,0.107,0.453,106.993,212400.0,4.0
68.0,0.7929999999999999,0.524,5.0,-6.229,0.0,0.14800000000000002,0.0622,0.0,0.0803,0.631,95.044,243915.0,4.0
66.0,0.542,0.47,4.0,-7.434,1.0,0.348,0.327,7.72e-05,0.127,0.579,124.799,70056.0,4.0
68.0,0.5660000000000001,0.66,1.0,-4.039,1.0,0.0479,0.0156,0.0,0.234,0.52,162.159,179979.0,3.0
65.0,0.675,0.821,0.0,-6.017,1.0,0.0668,0.223,5.11e-05,0.149,0.96,170.16299999999995,221347.0,4.0
69.0,0.655,0.6759999999999999,5.0,-5.959,0.0,0.0378,0.484,0.0,0.212,0.8270000000000001,141.989,164155.0,4.0
68.0,0.345,0.747,10.0,-6.92,1.0,0.053,0.00214,0.0,0.0928,0.215,154.739,363231.0,4.0
72.0,0.387,0.35200000000000004,2.0,-9.77,1.0,0.0353,0.624,3.81e-05,0.112,0.113,107.892,349347.0,4.0
68.0,0.835,0.6809999999999999,5.0,-7.004,0.0,0.239,0.12,0.0,0.358,0.469,137.018,242453.0,4.0
67.0,0.541,0.77,9.0,-5.526,0.0,0.039,0.00101,0.0,0.17800000000000002,0.575,113.941,203893.0,4.0
72.0,0.602,0.7070000000000001,4.0,-5.372000000000001,0.0,0.126,0.17800000000000002,8.79e-05,0.146,0.483,172.03400000000005,226003.0,4.0
66.0,0.5539999999999999,0.81,6.0,-5.791,0.0,0.0672,0.124,0.0509,0.233,0.23,104.181,224703.0,4.0
69.0,0.471,0.496,7.0,-9.983,1.0,0.199,0.399,0.0008300000000000001,0.378,0.569,160.093,302360.0,4.0
70.0,0.685,0.742,8.0,-5.409,1.0,0.0471,0.22,0.0,0.185,0.618,115.008,213511.0,4.0
66.0,0.867,0.6990000000000001,11.0,-6.099,0.0,0.402,0.015,0.0,0.133,0.348,96.054,180088.0,4.0
67.0,0.504,0.838,6.0,-2.7030000000000003,1.0,0.0486,0.396,0.0,0.195,0.569,146.065,192653.0,4.0
69.0,0.631,0.7879999999999999,4.0,-7.142,0.0,0.102,0.371,0.000317,0.108,0.544,157.769,240957.0,4.0
69.0,0.637,0.723,2.0,-5.5470000000000015,1.0,0.091,0.0134,7.87e-05,0.196,0.228,143.013,214960.0,4.0
69.0,0.7829999999999999,0.522,1.0,-6.229,1.0,0.39,0.0287,4.13e-05,0.127,0.235,145.127,157293.0,4.0
68.0,0.638,0.522,8.0,-9.814,1.0,0.0932,0.35200000000000004,0.0663,0.165,0.584,142.952,161200.0,4.0
67.0,0.858,0.6459999999999999,8.0,-7.127000000000002,0.0,0.267,0.0274,0.0,0.0752,0.738,144.964,137856.0,4.0
70.0,0.488,0.184,0.0,-10.405,1.0,0.0374,0.634,0.0,0.15,0.273,112.31,240508.0,4.0
73.0,0.72,0.87,3.0,-5.155,0.0,0.142,0.0682,0.0,0.14400000000000002,0.802,160.039,188218.0,4.0
74.0,0.5720000000000001,0.964,4.0,-1.949,0.0,0.123,0.0503,0.0,0.3720000000000001,0.519,129.97899999999998,199013.0,4.0
69.0,0.589,0.279,4.0,-11.209,1.0,0.0408,0.911,0.000128,0.087,0.333,115.656,263795.0,4.0
77.0,0.8009999999999999,0.904,2.0,-2.819,1.0,0.0834,0.0324,3.1e-05,0.182,0.8140000000000001,124.979,191142.0,4.0
75.0,0.6920000000000001,0.503,10.0,-6.715,1.0,0.033,0.0332,0.0,0.0745,0.7859999999999999,129.778,212947.0,4.0
67.0,0.956,0.6679999999999999,1.0,-5.365,1.0,0.362,0.00975,0.0,0.113,0.481,127.927,211677.0,4.0
72.0,0.546,0.6629999999999999,8.0,-6.968,1.0,0.1,0.17600000000000002,1.82e-06,0.674,0.934,145.422,226816.0,4.0
72.0,0.358,0.465,10.0,-7.383999999999999,1.0,0.0433,0.655,0.0,0.155,0.535,87.706,250686.0,4.0
70.0,0.74,0.415,0.0,-8.914,1.0,0.0707,0.242,0.000156,0.319,0.156,136.029,180161.0,4.0
66.0,0.49,0.247,4.0,-10.481,1.0,0.035,0.96,1.7800000000000002e-05,0.119,0.282,134.121,185973.0,4.0
0.0,0.6409999999999999,0.451,4.0,-7.694,1.0,0.0899,0.507,1.71e-06,0.629,0.612,179.967,223160.0,4.0
67.0,0.667,0.302,4.0,-11.633,0.0,0.0377,0.198,1.18e-05,0.101,0.239,81.96600000000002,214381.0,4.0
68.0,0.774,0.409,8.0,-8.687999999999999,0.0,0.336,0.5670000000000001,1.12e-06,0.12,0.424,86.52,134520.0,4.0
69.0,0.57,0.531,1.0,-5.82,1.0,0.293,0.26,0.000304,0.0922,0.557,109.787,192120.0,5.0
73.0,0.8490000000000001,0.847,0.0,-4.349,1.0,0.0682,0.0034,0.000366,0.165,0.34,126.018,199600.0,4.0
68.0,0.7020000000000001,0.928,7.0,-2.039,1.0,0.199,0.0353,3.02e-06,0.192,0.556,129.894,133059.0,4.0
67.0,0.812,0.495,6.0,-7.42,0.0,0.416,0.278,0.0,0.0876,0.408,82.569,170326.0,4.0
66.0,0.452,0.882,7.0,-4.4060000000000015,1.0,0.0362,0.00254,2.17e-05,0.0836,0.398,156.27700000000004,274615.0,4.0
67.0,0.7809999999999999,0.397,0.0,-9.911,0.0,0.0717,0.0652,0.00082,0.11,0.108,134.178,115120.0,4.0
70.0,0.73,0.7020000000000001,10.0,-4.582,0.0,0.0337,0.329,0.0,0.119,0.868,102.304,142911.0,3.0
83.0,0.8190000000000001,0.596,2.0,-7.009,1.0,0.318,0.225,1.19e-06,0.138,0.622,165.951,225542.0,4.0
69.0,0.825,0.644,1.0,-6.001,1.0,0.175,0.0311,0.0,0.086,0.79,132.019,161480.0,4.0
66.0,0.743,0.743,2.0,-5.773,1.0,0.0415,0.0276,2.91e-06,0.11,0.312,90.005,206132.0,4.0
70.0,0.908,0.625,1.0,-4.519,1.0,0.19,0.0741,0.0,0.182,0.613,101.993,140491.0,4.0
68.0,0.616,0.62,8.0,-6.398,1.0,0.0358,0.231,7.83e-06,0.181,0.3670000000000001,156.986,186497.0,4.0
66.0,0.954,0.522,8.0,-7.032,1.0,0.366,0.0706,0.0,0.112,0.439,105.044,224413.0,4.0
70.0,0.6659999999999999,0.7020000000000001,5.0,-1.716,1.0,0.11,0.146,0.0,0.127,0.417,160.05,206817.0,4.0
0.0,0.48,0.929,11.0,-3.931,1.0,0.0826,0.0016300000000000002,0.0,0.341,0.624,98.045,216700.0,4.0
0.0,0.459,0.8909999999999999,10.0,-5.057,0.0,0.0623,0.00511,0.0,0.106,0.588,154.83700000000005,203507.0,4.0
68.0,0.503,0.568,4.0,-7.182,0.0,0.0341,0.00131,0.00144,0.0856,0.0705,126.935,206147.0,4.0
74.0,0.337,0.331,5.0,-10.16,1.0,0.0385,0.657,0.0,0.085,0.35,103.203,182613.0,5.0
70.0,0.433,0.905,11.0,-2.171,1.0,0.101,0.008029999999999999,0.0,0.337,0.375,148.149,237203.0,4.0
67.0,0.5489999999999999,0.653,0.0,-7.47,1.0,0.0503,0.457,0.0,0.0969,0.287,121.348,187173.0,4.0
71.0,0.614,0.7929999999999999,3.0,-3.788,1.0,0.0721,0.4320000000000001,0.0,0.377,0.748,105.228,167288.0,4.0
66.0,0.8059999999999999,0.825,10.0,-4.401,0.0,0.262,0.0198,0.0,0.102,0.613,145.89,142982.0,4.0
70.0,0.33,0.61,10.0,-9.571,1.0,0.0493,0.00219,0.769,0.107,0.24,172.67700000000005,817832.0,1.0
68.0,0.7340000000000001,0.415,1.0,-8.593,0.0,0.0305,0.5589999999999999,0.0,0.0918,0.364,97.954,137195.0,4.0
70.0,0.281,0.0197,1.0,-21.443,1.0,0.0353,0.951,0.889,0.108,0.039,135.488,216609.0,4.0
70.0,0.6920000000000001,0.552,0.0,-9.543,0.0,0.0497,0.0503,0.165,0.136,0.15,98.028,229400.0,4.0
58.0,0.4,0.835,7.0,-7.728,1.0,0.0549,0.000117,0.846,0.373,0.16699999999999998,172.007,340280.0,4.0
68.0,0.7040000000000001,0.5720000000000001,3.0,-7.107,0.0,0.038,0.185,0.0,0.124,0.17,90.01299999999998,118667.0,4.0
67.0,0.8340000000000001,0.81,8.0,-4.128,0.0,0.192,0.121,0.0,0.343,0.73,75.033,156027.0,4.0
66.0,0.915,0.5379999999999999,2.0,-7.468,1.0,0.444,0.119,0.0,0.198,0.219,130.126,197356.0,4.0
65.0,0.7170000000000001,0.7490000000000001,9.0,-5.207000000000002,1.0,0.149,0.12,0.0,0.22,0.574,147.922,158374.0,4.0
68.0,0.5920000000000001,0.584,8.0,-6.232,0.0,0.0893,0.158,2.63e-06,0.132,0.447,88.073,245893.0,4.0
69.0,0.149,0.452,1.0,-19.232,1.0,0.0649,0.00024,0.895,0.239,0.0389,105.029,227750.0,4.0
68.0,0.68,0.542,9.0,-8.847999999999997,0.0,0.0974,0.26,0.0,0.112,0.274,148.942,219867.0,4.0
65.0,0.779,0.767,3.0,-5.8370000000000015,1.0,0.1,0.191,2.62e-06,0.301,0.8420000000000001,142.935,161184.0,4.0
75.0,0.438,0.489,0.0,-11.568,1.0,0.0465,0.0103,1.22e-05,0.442,0.182,136.077,125480.0,3.0
72.0,0.8340000000000001,0.5329999999999999,2.0,-3.113,1.0,0.163,0.5670000000000001,0.0,0.124,0.772,120.962,137324.0,3.0
69.0,0.8640000000000001,0.7290000000000001,2.0,-4.621,1.0,0.275,0.00908,0.0,0.105,0.285,101.991,124033.0,4.0
68.0,0.7090000000000001,0.49,4.0,-7.457000000000002,0.0,0.0757,0.11,0.00345,0.12,0.0397,155.069,211610.0,4.0
80.0,0.7,0.904,2.0,-2.826,0.0,0.0568,0.2,0.000471,0.182,0.8170000000000001,173.975,189296.0,4.0
71.0,0.6970000000000001,0.551,11.0,-8.833,1.0,0.0815,0.258,0.00551,0.124,0.219,89.0,165840.0,4.0
67.0,0.911,0.636,1.0,-6.202000000000001,1.0,0.198,0.00856,0.0,0.0959,0.431,88.956,171236.0,4.0
67.0,0.489,0.957,7.0,-2.812,1.0,0.056,0.0115,0.000405,0.173,0.53,124.026,174568.0,4.0
0.0,0.835,0.687,5.0,-3.18,1.0,0.184,0.101,0.0,0.132,0.828,94.059,272533.0,4.0
0.0,0.6890000000000001,0.929,5.0,-2.76,0.0,0.0608,0.00933,0.0,0.5479999999999999,0.609,130.899,239773.0,4.0
67.0,0.84,0.583,10.0,-6.529,0.0,0.157,0.305,0.0,0.125,0.768,126.02,121907.0,4.0
68.0,0.607,0.941,11.0,-3.807,0.0,0.481,0.037000000000000005,0.0137,0.321,0.521,75.40100000000002,198400.0,4.0
0.0,0.6940000000000001,0.7440000000000001,0.0,-5.334,0.0,0.297,0.14400000000000002,0.0,0.0905,0.425,99.941,233546.0,4.0
70.0,0.5379999999999999,0.52,7.0,-10.143,1.0,0.08,0.588,0.00912,0.301,0.0775,113.081,125468.0,3.0
71.0,0.784,0.416,7.0,-9.231,1.0,0.102,0.0546,2.1600000000000007e-05,0.112,0.259,147.994,225037.0,4.0
68.0,0.426,0.946,10.0,-3.089,0.0,0.0822,6.92e-05,7.04e-05,0.331,0.433,174.05200000000005,184893.0,4.0
66.0,0.765,0.373,2.0,-5.3210000000000015,1.0,0.0302,0.8540000000000001,0.0,0.0949,0.379,89.09899999999998,214067.0,4.0
70.0,0.581,0.452,11.0,-9.558,1.0,0.15,0.206,0.00329,0.0881,0.523,75.046,173653.0,4.0
0.0,0.565,0.754,3.0,-6.266,1.0,0.0286,0.0266,0.000134,0.0978,0.672,134.00799999999998,215013.0,4.0
0.0,0.433,0.928,4.0,-5.117,0.0,0.0512,0.0135,2.01e-06,0.32,0.552,155.938,197160.0,4.0
67.0,0.703,0.636,4.0,-5.737,0.0,0.307,0.026,0.0,0.0355,0.648,136.94899999999998,215804.0,4.0
0.0,0.484,0.7829999999999999,2.0,-5.334,1.0,0.0308,0.0957,0.000118,0.107,0.594,137.918,215360.0,4.0
0.0,0.56,0.6829999999999999,7.0,-4.987,1.0,0.0307,0.0304,0.0,0.102,0.875,133.063,162093.0,4.0
0.0,0.512,0.58,3.0,-6.658,0.0,0.029,0.621,1.7199999999999998e-05,0.513,0.303,159.847,178147.0,3.0
0.0,0.565,0.67,9.0,-5.841,1.0,0.028,0.0208,2.66e-06,0.108,0.38,121.983,182920.0,4.0
0.0,0.258,0.816,11.0,-5.739,0.0,0.0599,0.00355,9.08e-05,0.0764,0.531,205.057,216147.0,4.0
0.0,0.421,0.6,4.0,-4.073,1.0,0.0351,0.0429,0.0,0.115,0.542,148.105,191520.0,4.0
73.0,0.951,0.573,0.0,-6.002000000000002,0.0,0.227,0.0667,0.0,0.119,0.42,105.052,211040.0,4.0
69.0,0.7759999999999999,0.445,9.0,-8.574,1.0,0.0371,0.212,0.00409,0.124,0.405,109.981,184200.0,4.0
75.0,0.708,0.339,9.0,-7.085,1.0,0.0409,0.8340000000000001,0.0,0.128,0.512,117.995,179908.0,4.0
69.0,0.426,0.959,0.0,-4.95,1.0,0.0525,5.36e-05,6.54e-06,0.7070000000000001,0.3720000000000001,155.01,242680.0,4.0
62.0,0.967,0.7659999999999999,1.0,-5.3020000000000005,1.0,0.131,0.206,0.0,0.191,0.901,115.013,197600.0,4.0
72.0,0.5820000000000001,0.109,9.0,-14.67,0.0,0.0396,0.93,0.0,0.16699999999999998,0.507,131.713,263442.0,3.0
67.0,0.861,0.52,10.0,-5.497999999999998,0.0,0.472,0.193,0.0,0.109,0.384,153.899,177243.0,4.0
73.0,0.496,0.639,6.0,-6.157,1.0,0.055,0.28,0.0,0.0975,0.305,147.764,224720.0,4.0
72.0,0.4970000000000001,0.923,4.0,-3.04,1.0,0.11,0.00627,0.0,0.08199999999999999,0.545,155.11,180960.0,4.0
68.0,0.397,0.507,11.0,-9.026,1.0,0.0605,0.259,0.0447,0.142,0.363,74.737,292885.0,4.0
67.0,0.506,0.7440000000000001,9.0,-3.605,1.0,0.042,0.0463,6.62e-06,0.52,0.396,76.056,235263.0,4.0
66.0,0.652,0.602,8.0,-6.6,0.0,0.275,0.224,0.0,0.0953,0.494,167.00799999999995,207000.0,4.0
73.0,0.556,0.589,0.0,-6.209,1.0,0.0431,0.306,0.0,0.147,0.264,180.942,246320.0,3.0
65.0,0.879,0.574,10.0,-5.602,0.0,0.391,0.519,8.76e-06,0.14400000000000002,0.34600000000000003,144.911,243463.0,4.0
0.0,0.936,0.7020000000000001,10.0,-5.305,1.0,0.0615,0.0473,0.0,0.0838,0.7040000000000001,97.524,207000.0,4.0
65.0,0.747,0.769,1.0,-5.283,1.0,0.287,0.29100000000000004,6.929999999999999e-05,0.319,0.7290000000000001,143.037,246713.0,4.0
67.0,0.64,0.644,5.0,-5.698,0.0,0.37,0.802,0.0,0.101,0.569,85.397,299168.0,4.0
67.0,0.713,0.684,6.0,-5.045,1.0,0.0557,0.0132,0.0,0.138,0.753,116.505,216483.0,4.0
0.0,0.721,0.491,10.0,-8.06,1.0,0.0848,0.578,0.0,0.13,0.624,159.987,159413.0,3.0
0.0,0.6729999999999999,0.601,9.0,-8.38,0.0,0.104,0.429,3.78e-06,0.103,0.463,153.975,137867.0,4.0
0.0,0.703,0.504,6.0,-9.009,1.0,0.0886,0.265,1.6e-05,0.21600000000000005,0.588,117.977,154133.0,4.0
67.0,0.711,0.867,11.0,-1.981,0.0,0.32,0.152,0.0,0.0552,0.414,161.966,214564.0,4.0
0.0,0.7440000000000001,0.6990000000000001,9.0,-7.449,0.0,0.159,0.126,0.0,0.114,0.802,147.055,182720.0,4.0
0.0,0.7140000000000001,0.6,6.0,-8.496,1.0,0.0539,0.424,0.000127,0.127,0.232,100.005,141307.0,4.0
0.0,0.765,0.617,2.0,-8.184,1.0,0.0868,0.248,0.0,0.133,0.295,133.996,162760.0,4.0
0.0,0.69,0.647,7.0,-6.651,1.0,0.0322,0.244,0.0,0.149,0.6809999999999999,154.92700000000005,177960.0,4.0
0.0,0.6920000000000001,0.524,1.0,-8.211,1.0,0.113,0.34,3.67e-05,0.132,0.687,151.855,177240.0,4.0
0.0,0.745,0.653,1.0,-8.471,1.0,0.0345,0.11,1.06e-05,0.135,0.6759999999999999,96.024,160227.0,4.0
0.0,0.674,0.557,7.0,-8.236,1.0,0.042,0.103,0.0,0.605,0.496,160.011,114173.0,4.0
0.0,0.789,0.523,2.0,-9.799,1.0,0.0378,0.285,0.0,0.109,0.463,98.996,164987.0,4.0
68.0,0.579,0.632,3.0,-7.732,0.0,0.0918,0.677,0.0,0.0892,0.76,120.258,253947.0,3.0
75.0,0.667,0.503,0.0,-8.217,0.0,0.0526,0.552,0.0,0.16899999999999998,0.584,144.015,177630.0,4.0
76.0,0.537,0.647,2.0,-7.37,1.0,0.0519,0.168,0.0,0.108,0.531,79.77,214987.0,4.0
0.0,0.596,0.674,10.0,-6.207999999999998,0.0,0.384,0.0528,1.28e-05,0.043,0.8590000000000001,79.95,249467.0,4.0
0.0,0.519,0.968,6.0,-2.789,0.0,0.5579999999999999,0.26,0.0,0.34600000000000003,0.68,81.91199999999998,254893.0,4.0
0.0,0.602,0.772,7.0,-4.837,1.0,0.344,0.292,0.0,0.453,0.482,89.12799999999999,133494.0,4.0
0.0,0.7809999999999999,0.898,1.0,-2.247,1.0,0.243,0.0109,0.0,0.238,0.931,167.833,239987.0,4.0
0.0,0.802,0.863,1.0,-3.552,1.0,0.2,0.0199,0.0,0.141,0.873,81.008,219400.0,4.0
85.0,0.672,0.684,9.0,-5.682,0.0,0.316,0.125,0.0261,0.183,0.62,75.233,182816.0,3.0
77.0,0.757,0.8320000000000001,4.0,-3.674,0.0,0.229,0.127,0.0,0.16699999999999998,0.53,180.05,182400.0,4.0
78.0,0.861,0.7859999999999999,1.0,-3.833,1.0,0.229,0.485,2.44e-05,0.113,0.778,104.017,252440.0,4.0
77.0,0.73,0.725,0.0,-6.4460000000000015,1.0,0.0689,0.0787,0.0,0.544,0.5710000000000001,95.061,204000.0,4.0
73.0,0.946,0.723,9.0,-3.692,1.0,0.114,0.0778,0.0,0.0608,0.349,102.956,160877.0,4.0
